Name	Address	Street_1	Street_2	Zip	Lat	Long	Class	State	County	City	Playground	Pools	Tennis	Baseball	Basketball	Playing	Acreage	Dog	Ice	Notes
School Street Playground	43 School St			02090			Urban	MA	Norfolk	Westwood	1			1						
Sheehan School Fields	549 Pond St			02090			Urban	MA	Norfolk	Westwood	1			1	1	1				
Thurston Middle School Fields	850 High St			02090			Urban	MA	Norfolk	Westwood				1		1				
Westood High School Fields	200 Nahatan St			02090			Urban	MA	Norfolk	Westwood			1	1		1				
Great Esker Park					42.237478	-70.930052	Urban	MA	Norfolk	Weymotuh										Coordinates
Great Hill Park		Bradley Rd	Baylee Rd	02191			Urban	MA	Norfolk	Weymotuh										
Lane Beach		Regatta Rd	River St	02189			Urban	MA	Norfolk	Weymotuh										
O’Sullivan Playground		Pilgrim Rd	Wadaga Rd	02191			Urban	MA	Norfolk	Weymotuh				1	1					
Academy Avenue School	94 Academy Ave			02189			Urban	MA	Norfolk	Weymouth				1	1					
Beals Park		Bridge St	Athens St	02191			Urban	MA	Norfolk	Weymouth	1				1					
Birches Playground		Westminster Rd	Cross St	02189			Urban	MA	Norfolk	Weymouth				1						
Brad Hawes Park		Lakehurst Ave	Perry St	02189			Urban	MA	Norfolk	Weymouth										
Cavern Rock Park					42.20231162	-70.92973175	Urban	MA	Norfolk	Weymouth										Coordinates
Chapman Middle School	1051 Commercial St			02189			Urban	MA	Norfolk	Weymouth										
Cranberry Pond					42.22195968	-70.95792658	Urban	MA	Norfolk	Weymouth										Coordinates
DCR Pool/Rink	220 Broad St			02188			Urban	MA	Norfolk	Weymouth		1				1				
Gagnon Park					42.194149	-70.962828	Urban	MA	Norfolk	Weymouth										Coordinates
Gifford Park		Thicket St	Merilyn St	02190			Urban	MA	Norfolk	Weymouth				1						
Hamilton School	400 Union St			02190			Urban	MA	Norfolk	Weymouth	1			1						Coordinates
Hoffman Park					42.21466966	-70.93430623	Urban	MA	Norfolk	Weymouth										Coordinates
House Rock Park					42.214184	-70.945094	Urban	MA	Norfolk	Weymouth										Coordinates
Humphrey School Fields		Lake St	Russell Whitling Way	02189			Urban	MA	Norfolk	Weymouth				1		1				
Johnson School	70 Pearl St			02191			Urban	MA	Norfolk	Weymouth	1			1						
Julia Road Park		Julia Rd	Ernest Rd	02191			Urban	MA	Norfolk	Weymouth	1			1	1					
Lake Street Beach		Lake St	Charles St	02189			Urban	MA	Norfolk	Weymouth										
Legion Field		Middle St	Commercial St	02189			Urban	MA	Norfolk	Weymouth			1			1				
Libby Fields	92 Middle St			02189			Urban	MA	Norfolk	Weymouth				1						
Lovell Fields	1250 Commercial St			02189			Urban	MA	Norfolk	Weymouth	1			1	1	1				
Madden/Bicknell Field		Standish St	Bridge St	02191			Urban	MA	Norfolk	Weymouth				1		1				
Memorial Play Lot					42.20907	-70.939627	Urban	MA	Norfolk	Weymouth	1				1					Coordinates
Mitchell Fields	111 Middle St			02189			Urban	MA	Norfolk	Weymouth						1				
Murphy School	417 Front St			02188			Urban	MA	Norfolk	Weymouth				1	1	1				
Nash School	1003 Front St			02190			Urban	MA	Norfolk	Weymouth				1		1				
Negus Fields					42.162469	-70.963456	Urban	MA	Norfolk	Weymouth	1			1						Coordinates
Newell Field	184 Idlewell Blvd			02189			Urban	MA	Norfolk	Weymouth	1			1	1					
Ralph Talbot School	277 Ralph Talbot St			02190			Urban	MA	Norfolk	Weymouth				1	1	1				
Riley Fields					42.220505	-70.951874	Urban	MA	Norfolk	Weymouth						1				Coordinates
Sarah Brassill Park					42.182399	-70.92859	Urban	MA	Norfolk	Weymouth					1					Coordinates
Seach School	770 Middle School			02188			Urban	MA	Norfolk	Weymouth										
Skate Park					42.216016	-70.922788	Urban	MA	Norfolk	Weymouth						1				Coordinates
Stella Tirrel Park	74 Central St			02190			Urban	MA	Norfolk	Weymouth	1		1	1	1	1				
Wanzer Field					42.219853	-70.953897	Urban	MA	Norfolk	Weymouth				1						Coordinates
Webb Park		Summit St	Gibbons St	02188			Urban	MA	Norfolk	Weymouth	1			1	1					
Wessagusset Beach		Wessagusset Rd	Parker Rd	02191			Urban	MA	Norfolk	Weymouth										
Wessagusset School	75 Pilgrim Rd			02191			Urban	MA	Norfolk	Weymouth						1				
Weston Park	46 Broad St			02188			Urban	MA	Norfolk	Weymouth	1			1	1	1				
Weymouth High School	1 Wildcat Way			02190			Urban	MA	Norfolk	Weymouth			1	1	1	1				
Sweatt Field Complex					42.059462	-71.329009	Urban	MA	Norfolk	Wrentham				1						Coordinates
Sweatt Park		Franklin St	Bank St	02093			Urban	MA	Norfolk	Wrentham			1							
William A Rice Complex	54 Emerald St			02093			Urban	MA	Norfolk	Wrentham				1	1	1	80			
Abington High School	201 Gliniewicz Way			02351			Urban	MA	Plymouth	Abington			1	1		1	71.1			
Arnold Park		Wales St	Railroad St	02351			Urban	MA	Plymouth	Abington	1			1	1		3.22			
Center School/Murphy Club Field	65 Thaxter Ave			02351			Urban	MA	Plymouth	Abington	1			1	1		13.37			
Early Childhood Center		Ralph Hamlin Dr	Washington St	02351			Urban	MA	Plymouth	Abington	1			1			12.52			
Frolio Jr High School					42.12033	-70.944439	Urban	MA	Plymouth	Abington	1		1	1	1	1	13.6			Coordinates
Green Street Playground		Green St	Clapp St	02351			Urban	MA	Plymouth	Abington	1			1	1					
Island Grove Park		Central St	Park Rd	02351			Urban	MA	Plymouth	Abington	1					1	55.23			
Laidler Field		Chestnut St	Richard A Fitts Dr	02351			Urban	MA	Plymouth	Abington	1			1			3.4			Coordinates
North School		Birch St	Plymouth St	02351			Urban	MA	Plymouth	Abington	1				1		2.5			
Plymouth Street Playfield		Plymouth St	Kimberly Cir	02351			Urban	MA	Plymouth	Abington				1						
Woodsdale School	128 Chestnut St			02351			Urban	MA	Plymouth	Abington	1			1	1	1	17.34			Coordinates
Crescent St Fields					41.981703	-70.9855	Urban	MA	Plymouth	Bridewater	1			1			49.9			Coordinates
Jenny Leonard Park					41.979729	-70.9266	Urban	MA	Plymouth	Bridewater	1						10.4			Coordinates
Legion Field	175 Bedford St			02324			Urban	MA	Plymouth	Bridewater	1			1	1	1				
Mitchell Elementary School	500 South St			02324			Urban	MA	Plymouth	Bridewater	1			1	1		22.17			
New High School	415 Center St			02324			Urban	MA	Plymouth	Bridewater				1		1	93.61			
Old High School	166 Mount Prospect St			02324			Urban	MA	Plymouth	Bridewater			1	1	1	1	21.01			
Reinbows End	76 Flagg St			02324			Urban	MA	Plymouth	Bridewater	1									
Scotland Field					41.969342	-71.0081	Urban	MA	Plymouth	Bridewater	1			1	1	1				Coordinates
Toole Park		Pleasant St	Tabway Ln	02324			Urban	MA	Plymouth	Bridewater							9.01			Future Park
Ashfield Playground		Annella Rd	Coe Rd	02302			Urban	MA	Plymouth	Brockton	1		1		1		3			
Asiaf Recreation Area	Belmont St			02301			Urban	MA	Plymouth	Brockton										Couldn’t Find
Brockton High School grounds and Manning Pool	470 Forest Ave 			02301			Urban	MA	Plymouth	Brockton		1	1	1		1	40			
Brookfield Playground	135 Jon Dr			02302			Urban	MA	Plymouth	Brockton	1			1			21			
Buckley Playground	200 Clinton St			02302			Urban	MA	Plymouth	Brockton	1		1	1	1		7			
City Hall Park / GAR Park	45 School St			02301			Urban	MA	Plymouth	Brockton							1.4			
Clifford Avenue Playground					42.10930717	-71.02837495	Urban	MA	Plymouth	Brockton					1		1			Coordinates
Davis School Playground	380 Plain St			02302			Urban	MA	Plymouth	Brockton	1		1	1			4			
Downey Playground	42 Electric Ave			02302			Urban	MA	Plymouth	Brockton	1			1			4			
East Jr High Playground	496 Centre St			02302			Urban	MA	Plymouth	Brockton			1	1	1	1	4			
Eldon B. Keith Field	128 West Elm St			02301			Urban	MA	Plymouth	Brockton	1			1			3			
George G. Snow Park and Cosgrove Municipal Pool		Plymouth St	Centre St	02302			Urban	MA	Plymouth	Brockton	1	1			1	1	22.7			
Gilmore Playground		Spring Ave	Acorn St	02302			Urban	MA	Plymouth	Brockton	1				1		1			
Hancock Field		Pleasant St	Pearl St	02301			Urban	MA	Plymouth	Brockton	1			1	1		1			
Harold D. Bent Playground		Ash St	Ellsworth St	02301			Urban	MA	Plymouth	Brockton	1		1	1	1		5.9			
Hill Street Playground					42.08227294	-70.99995705	Urban	MA	Plymouth	Brockton	1			1	1		4			Coordinates
Hillstrom Farm Park		North Ave	Lynn Rd	02302			Urban	MA	Plymouth	Brockton				1	1	1	34			
Huntington Street Playground		Warren Ave	Market St	02301			Urban	MA	Plymouth	Brockton	1						0.7			
James Edgar Playground	197 Dover St			02301			Urban	MA	Plymouth	Brockton	1			1	1		7.2			
Keith Park	1209 Montello St			02301			Urban	MA	Plymouth	Brockton							1.5			
Kennedy Playground	900 Ash St			02301			Urban	MA	Plymouth	Brockton					1		4			
Korean/Vietnam Veterans Park		Center St	Main St	02301			Urban	MA	Plymouth	Brockton										
Massasoit Community College					42.074989	-70.986024	Urban	MA	Plymouth	Brockton				1		1	95			Coordinates
McKinley Park		Winter St	Sheldon St	02302			Urban	MA	Plymouth	Brockton					1		1			
Nelson Playground	75 Clifton Ave			02301			Urban	MA	Plymouth	Brockton	1		1	1	1		3			
North Jr High Playground		N Warren Ave	Rutland St	02301			Urban	MA	Plymouth	Brockton				1		1	4			
O'Donnell Playground		Centre St	Machester St	02302			Urban	MA	Plymouth	Brockton	1			1	1		4.2			
Otis Street Park		Middle St	Skinner St	02302			Urban	MA	Plymouth	Brockton							0.5			
Parmenter Playground		Oakland Ave	Baxendale Terr	02301			Urban	MA	Plymouth	Brockton	1				1	1	7.9			
Perkins Park	42 North Main St			02301			Urban	MA	Plymouth	Brockton		1					0.5			
Perrault Playground		Quincy St	Beaumont Ave	02302			Urban	MA	Plymouth	Brockton	1		1	1			2			
Plymouth Street Playground					42.082518	-71.012329	Urban	MA	Plymouth	Brockton	1						1.7			Coordinates
Puffer Playground	16 Teele St			02302			Urban	MA	Plymouth	Brockton				1	1		2			
Raymond Playground	125 Oak St			02301			Urban	MA	Plymouth	Brockton	1			1			6			
Remova Park 	Claremont Ave						Urban	MA	Plymouth	Brockton										Couldn’t Find
Richmond Street Playground		Richmond St	Eagle Ave	02301			Urban	MA	Plymouth	Brockton	1				1		1			
Salisbury River Plain	Pine Ave			02302			Urban	MA	Plymouth	Brockton										
Timothy B. Holster Park / W Chestnut St Playground					42.055885	-71.05058	Urban	MA	Plymouth	Brockton	1		1		1		10.3			Coordinates
Tukis Playground	128 Melrose St			02302			Urban	MA	Plymouth	Brockton				1		1	12.9			
Walker Playground	50 May Ave			02301			Urban	MA	Plymouth	Brockton	1		1	1	1		4			
West Jr High Playground	271 West St			02301			Urban	MA	Plymouth	Brockton				1			6			
Winthrop Playground		North Main St	Division St	02301			Urban	MA	Plymouth	Brockton	1						2			
Winthrop Square Clock Park					42.096248	-71.019166	Urban	MA	Plymouth	Brockton										Coordinates
Carver Community Playground	2 Meadowbrook Way			02330			Urban	MA	Plymouth	Carver	1						1.5			
Carver High School	60 South Meadow Rd			02330			Urban	MA	Plymouth	Carver			1	1	1	1	125			
Forest St Recreation Site / Shaw St Field					41.899306	-70.796006	Urban	MA	Plymouth	Carver				1			3.3			Coordinates
Governor John Carver Elementary School	85 Main St			02330			Urban	MA	Plymouth	Carver	1			1	1		22			
North Carver/Lakenham Green		Plymouth Rd	Center St	02330			Urban	MA	Plymouth	Carver							0.46			
Pond St Recreation Site					41.895597	-70.756717	Urban	MA	Plymouth	Carver						1	6			Coordinates
Purchase St Recreation Site					41.902716	-70.794155	Urban	MA	Plymouth	Carver				1		1	9			Coordinates
Savery Ave		Savery Ave	Main St				Urban	MA	Plymouth	Carver							8.7			
Shurtledd Park		Main St	West St				Urban	MA	Plymouth	Carver							6.33			
Town Hall Recreation Area / King Property					41.888469	-70.76634	Urban	MA	Plymouth	Carver			1	1	1		10			Coordinates
Chandler School	93 Chandler St			02332			Urban	MA	Plymouth	Duxbury	1			1		1	6			
Duxbury High School and Chandler Field	130 St George St			02332			Urban	MA	Plymouth	Duxbury			1	1		1	7			
Duxbury Middle School	71 Alden St			02332			Urban	MA	Plymouth	Duxbury					1	1	4			
Keene St Playground	473 Keene St			02332			Urban	MA	Plymouth	Duxbury	1		1	1	1	1	7.99			
Library Fields and Train Athletic Field	77 Alden St			02332			Urban	MA	Plymouth	Duxbury	1		1	1		1	6			
Lincoln St Field					42.067423	-70.72202	Urban	MA	Plymouth	Duxbury						1	12.23			Coordinates
Lower Alden	75 Alden St			02332			Urban	MA	Plymouth	Duxbury	1			1		1	6			
Percy Walker Pool and Field	178 St George St			02332			Urban	MA	Plymouth	Duxbury		1				1				
Tarklin		Summer St	Autumn Ave	02332			Urban	MA	Plymouth	Duxbury	1		1	1			1.5			
Wadsworth Field		Tremont St	Federal Eagle Rd	02332			Urban	MA	Plymouth	Duxbury	1		1			1	3.31			
Halifax Central Athletic Facility and Athletic Courts	464 Plymouth St			02338			Urban	MA	Plymouth	Halifax			1	1	1	1				
HOPS (Halifax Open Play Space)	470 Plymouth St			02338			Urban	MA	Plymouth	Halifax	1									
Lingan St Field	206 Lingan St			02338			Urban	MA	Plymouth	Halifax				1						
Summit St Soccer Complex	75 Summit St			02338			Urban	MA	Plymouth	Halifax						1	4			
Vauhn Athletic Fields and Gordon Riker Wheels Park	540 Plymouth St			02338			Urban	MA	Plymouth	Halifax				1		1				
Whitcomb Park / Holmes St Playground	129 Holmes St			02338			Urban	MA	Plymouth	Halifax	1				1					
Briggs Field		Main St	Hanover St	02339			Urban	MA	Plymouth	Hanover				1						
Cedar School Fields	265 Cedar St			02339			Urban	MA	Plymouth	Hanover	1			1	1					
Center School Fields	65 Silver St			02339			Urban	MA	Plymouth	Hanover	1			1	1	1				
Ceurvals Field (Myrtle)	239 Myrtle St			02339			Urban	MA	Plymouth	Hanover				1	1	1				
Ellis Field	738 Circuit St			02339			Urban	MA	Plymouth	Hanover				1						
Forge Pond Park					42.103938	-70.881793	Urban	MA	Plymouth	Hanover						1				Coordinates
Gallant Field					42.13945	-70.86791	Urban	MA	Plymouth	Hanover				1						Coordinates
High School Fields	287 Cedar St			02339			Urban	MA	Plymouth	Hanover			1	1		1				
Middle School Fields	45 Whiting St			02339			Urban	MA	Plymouth	Hanover				1	1	1				
Sylvester School Fields and B Everett Hall Field	495 Hanover St			02339			Urban	MA	Plymouth	Hanover	1			1	1	1				
Bare Cove Park		Beal St	Sgt William B Terry Dr	02043			Urban	MA	Plymouth	Hingham				1		1	484			
Carlson Fields					42.236553	-70.907993	Urban	MA	Plymouth	Hingman				1	1	1				Coordinates
Hersey Field		Thaxter St	Foley Ct	02043			Urban	MA	Plymouth	Hingman	1			1						
Kress Field	301 Gardner St			02043			Urban	MA	Plymouth	Hingman				1		1				
Margett's Field					42.204751	-70.902114	Urban	MA	Plymouth	Hingman						1				Coordinates
Plymouth River School	200 High St			02043			Urban	MA	Plymouth	Hingman	1		1	1		1				
Powers Field		School St	Common St	02043			Urban	MA	Plymouth	Hingman				1						
Hampton Circle Playground		Hampton Cir	Moreland Ave	02045			Urban	MA	Plymouth	Hull	1				1					
L St Fields		L St	Central Ave	02045			Urban	MA	Plymouth	Hull	1		1	1	1	1				
Gray's Beach Park		Grays Beach Rd	Howlands Ln	02364			Urban	MA	Plymouth	Kingston	1		1		1					
Kingston Intermediate School	65 2nd Brook St			02364			Urban	MA	Plymouth	Kingston	1				1	1				
Opachinski/Reed Fields					42.001306	-70.741267	Urban	MA	Plymouth	Kingston				1		1				Coordinates
Reed Community House Grounds					41.996881	-70.727395	Urban	MA	Plymouth	Kingston	1		1	1	1					Coordinates
Clear Pond Park					41.87186	-70.944935	Urban	MA	Plymouth	Lakeville	1		1		1					Coordinates
John Paun Park	52 Vaughan St			02347			Urban	MA	Plymouth	Lakeville										
Ted Williams Camp	28 Precinct St			02347			Urban	MA	Plymouth	Lakeville	1			1	1	1				
GREEN HARBOR BEACH		Beach St	Bay Ave	02050			Urban	MA	Plymouth	Marshfield										
MARSHFIELD HILLS PLAYGROUND		Old Main St	the Fire station	02050			Urban	MA	Plymouth	Marshfield	1				1					
PETER-IGO PARK		Marshall Ave	Dyke Rd	02050			Urban	MA	Plymouth	Marshfield			1		1					
REXHAME BEACH		Standish St	Parker St	02050			Urban	MA	Plymouth	Marshfield					1					Nearest
STREET HOCKEY / BASKETBALL COMPLEX		Forest St	Furnace St	02050			Urban	MA	Plymouth	Marshfield					1	1				
TOWER AVENUE PARK		Colonial Rd	Tower Ave	02050			Urban	MA	Plymouth	Marshfield				1	1					
Field of Dreams	50 E Grove st			02346			Urban	MA	Plymouth	Middleborough				1		1				
Oliver Mill Park		Nemasket St	Plymouth St	02346			Urban	MA	Plymouth	Middleborough										
Peirce Playground	26 Jackson St			02346			Urban	MA	Plymouth	Middleborough	1	1	1	1	1	1				
West Side Playground		West End Ave	Hathaway St	02346			Urban	MA	Plymouth	Middleborough	1			1	1					
Centennial Park					42.14446	-70.801217	Urban	MA	Plymouth	Norwell					1	1	18			Coordinates
Cole Elementary School	81 High St			02061			Urban	MA	Plymouth	Norwell	1			1		1	15.4			
Ed White Recreation Area					42.142381	-70.799686	Urban	MA	Plymouth	Norwell							7.69			Coordinates
Gaffield Park		River St	Forest St	02061			Urban	MA	Plymouth	Norwell	1						8			
High School & Library	18 South St			02061			Urban	MA	Plymouth	Norwell			1	1		1	94.53			
Jacobs Farm Homestead		Main St	Jacobs Ln	02061			Urban	MA	Plymouth	Norwell							15			
Middle School	334 Main St			02061			Urban	MA	Plymouth	Norwell						1	13			
Osborne Fields					42.156946	-70.8219	Urban	MA	Plymouth	Norwell				1		1	5.73			Coordinates
Reynolds Playground		Prouty Ave	Douglas Ave	02061			Urban	MA	Plymouth	Norwell	1				1		0.67			
Sparrel School	322 Main St			02061			Urban	MA	Plymouth	Norwell							32			
Stetson Meadws Recreation Are					42.125605	-70.784687	Urban	MA	Plymouth	Norwell							20			Coordinates
Town Hall Field	345 Main St			02061			Urban	MA	Plymouth	Norwell						1	15.9			
Wildcat Recreation Area					42.144012	-70.804224	Urban	MA	Plymouth	Norwell							20			Coordinates
Woodworth Park					42.156902	-70.845315	Urban	MA	Plymouth	Norwell				1			13			Coordinates
Birch St Park		Birch St	Redwood Cir	02359			Urban	MA	Plymouth	Pembroke	1			1						
Mattakeesett Street Ball Fields	455 Mattakeesett St			02359			Urban	MA	Plymouth	Pembroke	1			1	1	1				
Thomas Redding Memorial Park					42.07594	-70.800517	Urban	MA	Plymouth	Pembroke										Coordinates
Allerton Street Playground		Allerton	Sever Sts				Urban	MA	Plymouth	Plymouth	1									
Avery Memorial Playground	43 Nook Rd						Urban	MA	Plymouth	Plymouth	1			1	1					
Bates Park		Allerton	Vernon Sts				Urban	MA	Plymouth	Plymouth										
Billington Street Park	20 Billington St						Urban	MA	Plymouth	Plymouth										
Brewster Gardens		Water St	Leyden St				Urban	MA	Plymouth	Plymouth										
Briggs Playground	838 State Rd						Urban	MA	Plymouth	Plymouth	1		1	1						
Brook Road Playground	13 Brook Rd						Urban	MA	Plymouth	Plymouth	1			1	1					
Burton Park	25 Whiting St						Urban	MA	Plymouth	Plymouth										
Cleft Rock Park	290 State Rd						Urban	MA	Plymouth	Plymouth							8.7			
Depot Park	9 North Park Ave						Urban	MA	Plymouth	Plymouth										
Elmer Raymond Park	1138 Long Pond Rd						Urban	MA	Plymouth	Plymouth	1		1	1	1	1				
Emerson Field	48 White Horse Rd						Urban	MA	Plymouth	Plymouth				1						
Forges Field Recreation Area	83 Jordan Rd						Urban	MA	Plymouth	Plymouth	1			1		1				
Fresh Pond Park	220 Bartlett Rd						Urban	MA	Plymouth	Plymouth										
Holmes Playground		Summer	Newfield Sts				Urban	MA	Plymouth	Plymouth					1	1				
Huntley Playground	97 Lake Dr						Urban	MA	Plymouth	Plymouth	1									
Jenney Pond Park	17 Spring Lane						Urban	MA	Plymouth	Plymouth										
Mabbett Park	115 Water St						Urban	MA	Plymouth	Plymouth										
Manomet Recreation Area	1197 State Rd						Urban	MA	Plymouth	Plymouth	1			1						
Morton Park		Morton Park Rd	Summer St				Urban	MA	Plymouth	Plymouth										
Nelson Memorial Park		Corner of Nelson	Water Sts				Urban	MA	Plymouth	Plymouth	1					1				
Siever Field		Standish Ave	Liberty St				Urban	MA	Plymouth	Plymouth	1			1	1					
Sirrico Memorial Playground	71 South St						Urban	MA	Plymouth	Plymouth	1				1					
Stephens Field	132R Sandwich St						Urban	MA	Plymouth	Plymouth			1	1	1		7			
Training Green	65 Sandwich St						Urban	MA	Plymouth	Plymouth										
